id,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
Burger Barn,Greek,Medium,Staten Island,23:55,5,true
Sizzle Steakhouse,Thai,Cheap,Queens,00:15,3,true
The Hungry Bear,Mediterranean,Expensive,Harlem,00:15,2,true
Pasta Paradise,Indian,Expensive,Bronx,12:30,1,true
Sizzle Steakhouse,Greek,Cheap,Manhattan,23:55,1,false
Tasty Tacos,Chinese,Expensive,Harlem,00:15,4,true
BBQ Bonanza,Italian,Cheap,Bronx,23:55,2,false
Tasty Tacos,Mexican,Expensive,Manhattan,08:57,3,false
Burger Barn,Mediterranean,Expensive,Staten Island,23:55,2,true
Deli Delight,Greek,Medium,Harlem,00:15,3,true
Tasty Tacos,Mexican,Expensive,Brooklyn,21:05,5,false
Sushi Sensation,Chinese,Medium,Bronx,12:30,4,true
Deli Delight,Mexican,Expensive,Brooklyn,03:42,1,true
BBQ Bonanza,Korean,Expensive,Queens,17:10,5,false
Sizzle Steakhouse,French,Medium,Brooklyn,03:42,1,true
Burger Barn,Thai,Medium,Manhattan,21:05,2,true
Crispy Crust Pizzeria,Japanese,Expensive,Brooklyn,17:10,4,false
Sushi Sensation,Mediterranean,Expensive,Staten Island,23:55,4,false
Noodle Nook,Japanese,Expensive,Staten Island,03:42,3,true
Sushi Sensation,Greek,Cheap,Staten Island,23:55,3,true
Sushi Sensation,Chinese,Cheap,Queens,00:15,4,false
Sushi Sensation,Mexican,Cheap,Queens,00:15,4,true
Deli Delight,Thai,Cheap,Brooklyn,08:57,1,true
Crispy Crust Pizzeria,Mexican,Cheap,Brooklyn,23:55,2,true
Sushi Sensation,Italian,Expensive,Brooklyn,21:05,5,true
Pasta Paradise,Chinese,Expensive,Staten Island,08:57,2,true
Tasty Tacos,Thai,Cheap,Brooklyn,12:30,1,true
The Hungry Bear,Chinese,Cheap,Harlem,23:55,2,false
Sizzle Steakhouse,Indian,Expensive,Harlem,08:57,3,true
Tasty Tacos,Thai,Medium,Brooklyn,00:15,3,false
Deli Delight,Chinese,Cheap,Manhattan,23:55,5,true
Burger Barn,Chinese,Expensive,Queens,03:42,4,false
Pasta Paradise,French,Medium,Manhattan,12:30,3,true
Deli Delight,Italian,Expensive,Queens,21:05,4,false
Burger Barn,Thai,Medium,Staten Island,17:10,1,true
The Hungry Bear,Mediterranean,Expensive,Queens,12:30,1,true
The Hungry Bear,Thai,Medium,Staten Island,03:42,4,false
Pasta Paradise,Japanese,Expensive,Queens,00:15,1,true
Deli Delight,Mexican,Medium,Brooklyn,23:55,3,true
Crispy Crust Pizzeria,Greek,Medium,Harlem,21:05,4,true
Crispy Crust Pizzeria,Chinese,Cheap,Staten Island,23:55,4,true
Noodle Nook,French,Expensive,Bronx,03:42,3,true
Crispy Crust Pizzeria,Greek,Expensive,Staten Island,08:57,1,true
Deli Delight,Korean,Cheap,Manhattan,23:55,3,false
Deli Delight,Mexican,Cheap,Staten Island,00:15,5,false
BBQ Bonanza,Greek,Expensive,Harlem,21:05,5,false
Sizzle Steakhouse,Indian,Expensive,Bronx,21:05,3,true
Pasta Paradise,Thai,Medium,Brooklyn,03:42,4,true
Burger Barn,Japanese,Medium,Queens,08:57,3,true
Tasty Tacos,Mediterranean,Cheap,Bronx,17:10,2,false
The Hungry Bear,Indian,Cheap,Brooklyn,03:42,5,true
The Hungry Bear,Greek,Cheap,Manhattan,17:10,3,false
Crispy Crust Pizzeria,Korean,Medium,Queens,12:30,4,false
BBQ Bonanza,Indian,Expensive,Queens,21:05,5,false
Sizzle Steakhouse,Italian,Cheap,Manhattan,12:30,5,false
The Hungry Bear,Greek,Cheap,Queens,00:15,5,false
BBQ Bonanza,Japanese,Expensive,Bronx,08:57,5,true
Burger Barn,Italian,Expensive,Bronx,17:10,4,true
Sushi Sensation,Mexican,Cheap,Bronx,08:57,5,false
Sizzle Steakhouse,Chinese,Cheap,Queens,12:30,4,true
Tasty Tacos,Indian,Medium,Staten Island,23:55,3,false
Burger Barn,Thai,Cheap,Manhattan,12:30,3,false
The Hungry Bear,French,Expensive,Brooklyn,00:15,3,false
Deli Delight,Italian,Expensive,Staten Island,08:57,2,false
Crispy Crust Pizzeria,Korean,Expensive,Manhattan,12:30,3,false
BBQ Bonanza,Mexican,Medium,Harlem,23:55,4,true
Crispy Crust Pizzeria,Mediterranean,Cheap,Brooklyn,08:57,3,true
Sizzle Steakhouse,Greek,Medium,Staten Island,23:55,4,true
Sushi Sensation,Chinese,Medium,Manhattan,03:42,5,false
Noodle Nook,Japanese,Cheap,Manhattan,17:10,5,true
Burger Barn,Thai,Expensive,Staten Island,03:42,4,false
Burger Barn,Greek,Expensive,Bronx,23:55,5,false
Noodle Nook,Thai,Expensive,Staten Island,23:55,4,true
BBQ Bonanza,Japanese,Cheap,Harlem,23:55,2,false
The Hungry Bear,Italian,Expensive,Queens,12:30,4,true
Tasty Tacos,Mediterranean,Expensive,Bronx,00:15,3,false
Pasta Paradise,Thai,Medium,Manhattan,08:57,1,false
BBQ Bonanza,Indian,Expensive,Staten Island,12:30,2,true
Crispy Crust Pizzeria,French,Medium,Queens,12:30,4,true
Tasty Tacos,Mediterranean,Medium,Manhattan,21:05,1,false
Sushi Sensation,French,Cheap,Brooklyn,08:57,5,true
Tasty Tacos,French,Cheap,Manhattan,12:30,4,false
Burger Barn,Thai,Medium,Bronx,12:30,5,true
The Hungry Bear,Italian,Expensive,Brooklyn,17:10,3,false
Tasty Tacos,Mediterranean,Medium,Queens,08:57,4,true
Burger Barn,French,Expensive,Staten Island,23:55,3,true
Burger Barn,Indian,Expensive,Bronx,03:42,3,false
Crispy Crust Pizzeria,Italian,Medium,Bronx,00:15,4,true
Noodle Nook,Mediterranean,Medium,Staten Island,23:55,5,true
Pasta Paradise,Mediterranean,Expensive,Queens,21:05,2,false
Crispy Crust Pizzeria,Thai,Medium,Queens,08:57,2,false
Deli Delight,Korean,Cheap,Harlem,17:10,5,true
The Hungry Bear,Greek,Medium,Manhattan,21:05,4,false
Sushi Sensation,Japanese,Cheap,Manhattan,21:05,4,true
Burger Barn,Japanese,Expensive,Queens,21:05,1,false
Pasta Paradise,Indian,Expensive,Harlem,17:10,5,false
Sizzle Steakhouse,Korean,Medium,Harlem,23:55,3,false
Noodle Nook,Greek,Expensive,Manhattan,00:15,5,true
Sizzle Steakhouse,Italian,Medium,Harlem,08:57,5,false
Sushi Sensation,Mexican,Cheap,Manhattan,12:30,3,true
Deli Delight,Thai,Medium,Harlem,23:55,1,false
Sushi Sensation,Korean,Cheap,Brooklyn,21:05,5,false
Noodle Nook,Korean,Expensive,Brooklyn,12:30,4,false
Sushi Sensation,Japanese,Expensive,Brooklyn,03:42,3,false
Tasty Tacos,Indian,Medium,Manhattan,23:55,2,false
Crispy Crust Pizzeria,Thai,Medium,Brooklyn,21:05,4,true
Pasta Paradise,Japanese,Expensive,Queens,12:30,2,true
Sushi Sensation,Italian,Cheap,Staten Island,17:10,3,false
Pasta Paradise,Thai,Cheap,Queens,00:15,5,true
Deli Delight,Chinese,Cheap,Staten Island,00:15,4,true
Noodle Nook,Mexican,Cheap,Manhattan,23:55,3,false
Sushi Sensation,French,Medium,Brooklyn,12:30,2,false
Sizzle Steakhouse,Indian,Expensive,Queens,21:05,2,true
Pasta Paradise,Thai,Medium,Brooklyn,00:15,1,false
Burger Barn,Greek,Cheap,Brooklyn,00:15,5,true
Sushi Sensation,Chinese,Expensive,Bronx,00:15,4,true
The Hungry Bear,Korean,Cheap,Staten Island,03:42,3,false
BBQ Bonanza,Japanese,Expensive,Harlem,03:42,5,true
Burger Barn,Thai,Expensive,Harlem,03:42,1,false
Burger Barn,Japanese,Medium,Bronx,03:42,1,true
Burger Barn,Chinese,Expensive,Harlem,08:57,5,false
Burger Barn,Chinese,Expensive,Brooklyn,12:30,2,false
BBQ Bonanza,French,Medium,Harlem,03:42,5,true
BBQ Bonanza,Japanese,Cheap,Bronx,00:15,2,false
Noodle Nook,French,Medium,Queens,17:10,5,true
Deli Delight,Chinese,Medium,Bronx,21:05,5,true
Deli Delight,Indian,Medium,Brooklyn,03:42,4,false
BBQ Bonanza,Japanese,Expensive,Queens,21:05,4,false
BBQ Bonanza,Mediterranean,Medium,Bronx,00:15,3,false
